anahtar,bolum,konusmaci,ton,ton_elle,tr,en,kaynak
D3_N_7C_3,3,SPK_NIHAT,,0,Yönetmelik öyle diyor. Ben yazmadım. Yazanı da bilmiyoruz. İmza: 'T.',That's what the regulations say. I didn't write them. We don't know who did. It's signed 'T.',kod
D3_N_CALL,3,SPK_NIHAT,,0,Yalan söylüyorsunuz. Kanıtım yok ama... bıyığınız titriyor.,"You're lying. I have no evidence, but... your moustache is trembling.",kod
D3_N_DOOR,3,SPK_NIHAT,,0,Her kapı bir yıl. Hepsinin arkasında bir vaka. Hepsi 'acil'.,"Every door, a year. Behind every one, a case. Every one 'urgent'.",kod
D3_N_DOOR_1453,3,SPK_NIHAT,,0,1453 kapısı. Yine. Bu koridorda üç tane 1453 kapısı var. Hiçbiri kapanmıyor.,The 1453 door. Again. There are three 1453 doors in this corridor. None of them will stay shut.,ad
D3_N_DOOR_1923,3,SPK_NIHAT,,0,1923. Buranın kapısı hep gıcırdar. Kimse yağlamaya cesaret edemez.,1923. This door always creaks. Nobody dares oil it.,ad
D3_N_DOOR_2026,3,SPK_NIHAT,,0,2026. Oradan hep 'belgesel izledim' diyenler çıkar.,2026. That's where all the 'I've seen a documentary' people come from.,ad
D3_N_END_31,3,SPK_NIHAT,,0,Makineye el koyuyorum. Büro deposunda iade gününü bekleyecek.,I'm confiscating the machine. It will await its return date in Bureau storage.,kod
D3_N_END_31B,3,SPK_NIHAT,,0,Form Z-7 ile itiraz edebilirsiniz. İtiraz süresi... 400 yıl.,You may appeal with Form Z-7. The appeal period is... four hundred years.,kod
D3_N_END_32,3,SPK_NIHAT,,0,Makineyi mühürlüyorum. Mühre dokunmak yasaktır.,I'm sealing the machine. Tampering with the seal is prohibited.,kod
D3_N_END_33,3,SPK_NIHAT,,0,Makineyi size bırakıyorum. Kartvizitim. Bir şey olursa arayın.,"I'm leaving the machine with you. My card. If anything happens, call me.",kod
D3_N_END_33B,3,SPK_NIHAT,,0,Aradığınızda bulursunuz. Zaman dışıyız. ...Bu çok kural dışı bir cümleydi. Unutun.,You'll find me when you call. We're outside of time. ...That was a very irregular thing to say. Forget it.,kod
D3_N_END_34,3,SPK_NIHAT,,0,...Kurutma makinesi. Anlaşıldı. Rahatsız ettiğim için özür dilerim. İyi geceler.,...A tumble dryer. Understood. I apologise for the disturbance. Good night.,kod
D3_N_END_35,3,SPK_NIHAT,,0,Makineyi size bırakıyorum. Resmî olarak burada hiç çay içmedim.,"I'm leaving the machine with you. Officially, I never had any tea here.",kod
D3_N_EVIDENCE_HIKMET,3,SPK_NIHAT,,0,Kurutma makinesi mi? Paradoks İzi başka söylüyor: kalkış anında panele pijamalı biri tekme atmış. Pijama kurutan biri tekme atmaz.,A tumble dryer? The Paradox Trace says otherwise: someone in pyjamas kicked the panel at departure. People drying pyjamas don't kick.,ad
D3_N_EVIDENCE_TOLGA,3,SPK_NIHAT,,0,"Paradoks İzi başka söylüyor: kalkış anında fesli biri panele tekme atmış ve 'Ay, ayağım' demiş. Antalya'da kimse fes takmaz.","The Paradox Trace says otherwise: someone in a fez kicked the panel at departure and said 'Ow, my foot.' Nobody wears a fez in Antalya.",ad
D3_N_FEZ,3,SPK_NIHAT,,0,Siyah bir püskül ipi. Fes püskülü. Anomali 1453'e 1829'dan bir şapkayla gitmiş. 376 yıl erken.,A black tassel thread. A fez tassel. The anomaly went to 1453 wearing a hat from 1829. Three hundred and seventy-six years early.,kod
D3_N_FREEZE,3,SPK_NIHAT,,0,...Madde 14/b. Kararsız kaldığımda hep yönetmeliğe dönerim.,"...Article 14/b. When I can't decide, I always fall back on the regulations.",kod
D3_N_HOLO_HIKMET,3,SPK_NIHAT,,0,Kalkış anında panele tekme atılmış. Tekmeyi atan... pijamalı biri.,At the moment of departure the panel was kicked. The kicker... wore pyjamas.,kod
D3_N_HOLO_TOLGA,3,SPK_NIHAT,,0,"Kalkış anında panele tekme. Atan anomalinin kendisi. Sonra 'Ay, ayağım' demiş. İz öyle diyor.","A kick to the panel at departure. By the anomaly himself. He then said 'Ow, my foot.' The trace says so.",kod
D3_N_KIND,3,SPK_NIHAT,,0,Bu makineyi siz mi yaptınız? Etkileyici.,Did you build this machine? Impressive.,kod
D3_N_LIE_KIND_SLIP,3,SPK_NIHAT,,0,Tolga'yı sormamıştım.,I didn't ask about Tolga.,kod
D3_N_LIFT_EARLY,3,SPK_NIHAT,,0,Önce evrak. Asansör evraksız kimseyi taşımaz. Ben de taşımam.,Paperwork first. The lift carries no one without paperwork. Neither do I.,kod
D3_N_LOOK_CLOCK,3,SPK_NIHAT,,0,"Akrep yok, yelkovan yok. Burada zaman yok. Öğle arası da yok.","No hour hand, no minute hand. There is no time here. No lunch break either.",ad
D3_N_LOOK_FEZSHELF,3,SPK_NIHAT,,0,Fes. 1829 rafında olması gerekirken 1453 rafında. Depoda da anomali var.,"A fez. It should be on the 1829 shelf, but it's on 1453. Even the storeroom has anomalies.",ad
D3_N_LOOK_FORMZ1,3,SPK_NIHAT,,0,Form Z-1. Büromuzun kuruluş belgesi. İmza: 'T.' Kurucumuz. Kimse kim olduğunu bilmiyor. Her sabah ona günaydın derim.,Form Z-1. The founding charter of our Bureau. Signed 'T.' Our founder. Nobody knows who it was. I say good morning to it every day.,kod
D3_N_LOOK_PLANT,3,SPK_NIHAT,,0,Zaman dışında bitkiler büyümez. Ölmez de. Bu saksı dokuz yüz yıldır aynı kıvamda.,"Outside of time, plants don't grow. They don't die either. This one's looked exactly like this for nine hundred years.",ad
D3_N_LOOK_WINDOW,3,SPK_NIHAT,,0,Pencereden hep aynı şey görünür: hiçlik. Manzara ödeneği 1987'de kesildi.,The window always shows the same thing: nothingness. The view allowance was cut in 1987.,ad
D3_N_RULE,3,SPK_NIHAT,,0,Madde 14/b uyarınca sorularımı cevaplamakla yükümlüsünüz.,"Under Article 14/b, you are obliged to answer my questions.",kod
D3_N_SHELLS,3,SPK_NIHAT,,0,Leblebi kabukları. Taze. Anomali stres altında atıştırmış. Kalanını da yanına almış.,Roasted chickpea shells. Fresh. The anomaly snacked under stress. Then took the rest with him.,kod
D3_N_SHELLS_NO,3,SPK_NIHAT,,0,Leblebi kabukları. Ama leblebi paketi rafta duruyor. Anomali almamış. Biri yemiş. Pijamalı biri.,Chickpea shells. But the bag is still on the shelf. The anomaly didn't take it. Someone ate them. Someone in pyjamas.,ad
D3_N_TAPE,3,SPK_NIHAT,,0,Koli bandı parçaları. Panelin dibinde. Darbe izi. Kalkış anını yeniden kuruyorum...,Bits of duct tape. At the foot of the panel. An impact mark. Reconstructing the moment of departure...,kod
D3_N_TEA,3,SPK_NIHAT,,0,Çayınızı alırım. Şekersiz. ...Bu çay güzelmiş.,I'll take that tea. No sugar. ...This is good tea.,kod
D3_N_TRACE_BONUS,3,SPK_NIHAT,,0,Kanıt cebimde. Yalan söylerse anlarım.,"The evidence is in my pocket. If he lies, I'll know.",kod
D3_N_TRACE_DONE,3,SPK_NIHAT,,0,Paradoks İzi tamamlandı. Elimde kanıt var. Şimdi çay.,"Paradox Trace complete. I have evidence. Now, tea.",kod
D3_R_11,3,SPK_RIZA,,0,"1453 mü? Bakayım... Fötr şapka, yelek, daktilo. Paket bu.","1453? Let's see... Fedora, waistcoat, typewriter. That's the package.",kod
D3_R_13,3,SPK_RIZA,,0,Yönetmelik 500 yıl tolerans tanıyor. Yuvarlıyoruz.,Regulations allow five hundred years' tolerance. We round it off.,kod
D3_R_14B,3,SPK_RIZA,,0,O fes yanlış rafta. 1829 rafında olacaktı. Depoda da anomali var ama onu kimse denetlemiyor.,"That fez is on the wrong shelf. It belongs on 1829. There's an anomaly in the storeroom too, but nobody inspects the storeroom.",kod
D3_R_15,3,SPK_RIZA,,0,Şapka size yakıştı. 1453'te kimse fark etmez. Ya da herkes sizi başka biri sanar. Her ikisi de olur.,The hat suits you. Nobody in 1453 will notice. Or everyone will think you're someone else. Either one.,kod
D3_R_IDLE,3,SPK_RIZA,,0,İade yok. Değişim yok. Zaman da yok.,"No refunds. No exchanges. No time, either.",kod
D4A_HA_ARGUE_1,4,SPK_HASAN,[shouting],0,Hasan! Uyuma!,Hasan! Stay awake!,kod
D4A_HA_ARGUE_3,4,SPK_HASAN,,0,Ben Hüseyin'im! Annem öyle dedi.,I'm Hüseyin! My mother said so.,kod
D4A_HA_ARGUE_5,4,SPK_HASAN,[excited],0,"Yoklamada 'Hasan' dediler, sen 'burada' dedin!",At roll call they said 'Hasan' and YOU said 'here'!,kod
D4A_HA_BLUFF,4,SPK_HASAN,,0,Elçiler kapıdan girer. Çitin arkasından değil.,Envoys come through the gate. Not from behind the fence.,kod
D4A_HA_END,4,SPK_HASAN,[excited],0,Sen Hasan'sın!,You're Hasan!,kod
D4A_HA_STOP,4,SPK_HASAN,,0,Dur! Nereye fesli?,"Halt! Where d'you think you're going, fez?",kod
D4A_HA_STOP_NOFEZ,4,SPK_HASAN,,0,Dur! Nereye deli?,"Halt! Where d'you think you're going, madman?",kod
D4A_HU_ARGUE_2,4,SPK_HUSEYIN,,0,Hasan sensin.,You're Hasan.,kod
D4A_HU_ARGUE_4,4,SPK_HUSEYIN,,0,Annen ikimize de 'oğlum' diyor.,Your mother calls both of us 'son'.,kod
D4A_HU_ARGUE_6,4,SPK_HUSEYIN,,0,"Çünkü sen uyuyordun, Hasan.","Because you were asleep, Hasan.",kod
D4A_HU_CAUGHT,4,SPK_HUSEYIN,,0,Çadırına geri. Sabah paşa bakacak sana.,Back in your tent. The pasha will see to you in the morning.,kod
D4A_HU_END,4,SPK_HUSEYIN,[excited],0,Asıl sen Hasan'sın!,"No, YOU'RE Hasan!",kod
D4A_HU_GO_BACK,4,SPK_HUSEYIN,,0,Git yat casus. Güzel kokuyorsun ama yine de casussun. Yarın konuşuruz.,"Go to bed, spy. You smell nice, but you're still a spy. We'll talk tomorrow.",kod
D4A_HU_STOP,4,SPK_HUSEYIN,,0,Casussa cebinde bir şey vardır. Göster bakalım.,If he's a spy he's got something in his pockets. Let's see it.,kod
D4A_H_02,4,SPK_HIKMET,,0,"(Telsiz) Evlat? Garanti bitti. Kırmızı düğme artık sadece cızırdar. Ben bir şey yapacağım, bekle.",(Radio) Son? The warranty's run out. The red button just crackles now. I'll sort something out. Hang on.,kod
D4A_ITEM_BOOK_1,4,SPK_HASAN,,0,Resimli kitap! Bizi de çizmişler mi?,A picture book! Did they draw us?,kod
D4A_ITEM_BOOK_2,4,SPK_HUSEYIN,,0,"Bak, yeniçeri. Hangisi sensin?","Look, Janissaries. Which one's you?",kod
D4A_ITEM_BOOK_3,4,SPK_HASAN,,0,Soldaki.,Left.,kod
D4A_ITEM_BOOK_4,4,SPK_HUSEYIN,,0,Soldaki benim.,Left is me.,kod
D4A_ITEM_CHICKPEAS_1,4,SPK_HASAN,,0,(Yer) Nohut ama kuru. Ama güzel.,"(Munching) Chickpeas, but dry. But good.",kod
D4A_ITEM_CHICKPEAS_2,4,SPK_HUSEYIN,,0,Bana da uzat. ...Casus böyle güzel şey getirmez.,Pass them over. ...Spies don't bring snacks this nice.,kod
D4A_ITEM_COLOGNE_1,4,SPK_HASAN,,0,Limon mu? Limondan su mu olur?,Lemon? You can make water out of lemons?,kod
D4A_ITEM_COLOGNE_2,4,SPK_HUSEYIN,,0,(Ellerini uzatır) Bir daha.,(Holding out his hands) Again.,kod
D4A_ITEM_CUBE_1,4,SPK_HASAN,,0,Sen çevir.,You turn it.,kod
D4A_ITEM_CUBE_2,4,SPK_HUSEYIN,,0,"Hayır, sen.","No, you.",kod
D4A_ITEM_CUBE_3,4,SPK_HASAN,,0,"...Daha kötü oldu. Ver bana. Hayır, bana.","...It's worse now. Give it here. No, here.",kod
D4A_ITEM_LIGHTER_1,4,SPK_HASAN,[excited],0,Büyücü!,Sorcerer!,kod
D4A_ITEM_LIGHTER_2,4,SPK_HUSEYIN,,0,"Büyücü değil, çakmaktaşı bu. Sadece küçük ve hızlı.","It's flint, you dolt. Just small and quick.",kod
D4A_ITEM_PHONE_1,4,SPK_HASAN,[excited],0,İçinde minik adam var!,There's a tiny man inside!,kod
D4A_ITEM_PHONE_2,4,SPK_HUSEYIN,,0,Minik adam değil. Minik Hasan.,Not a tiny man. A tiny Hasan.,kod
D4A_ITEM_PHONE_3,4,SPK_HASAN,[excited],0,Hasan benim!,*I'm* Hasan!,kod
D4A_ITEM_POWERBANK_1,4,SPK_HASAN,[excited],0,Bu taş sıcak!,This stone is warm!,kod
D4A_ITEM_POWERBANK_2,4,SPK_HUSEYIN,,0,Kutsal olabilir. Dokunma.,Could be holy. Don't touch it.,kod
D4A_ITEM_POWERBANK_3,4,SPK_HASAN,,0,Dokundum.,Touched it.,kod
D4A_ITEM_SELFIE_1,4,SPK_HASAN,,0,Ruhumu mu aldın?,Did you steal my soul?,kod
D4A_ITEM_SELFIE_2,4,SPK_HUSEYIN,,0,Senin ruhun yok ki Hasan.,"You haven't got one, Hasan.",kod
D4A_ITEM_SELFIE_3,4,SPK_HASAN,[excited],0,Ben Hüseyin'im!,I'm Hüseyin!,kod
D4A_ITEM_TAPE_1,4,SPK_HUSEYIN,,0,Bununla ne bağlanır?,What does it tie?,kod
D4A_ITEM_TAPE_2,4,SPK_TOLGA,,0,Her şey.,Everything.,kod
D4A_ITEM_TAPE_3,4,SPK_HASAN,,0,Beni bağlama.,Don't tie me.,kod
D4A_ITEM_THERMOS_1,4,SPK_HASAN,,0,"Bu ne, otlu sıcak su mu? (Bir yudum. Uzun bir sessizlik.)","What's this, hot leaf water? (A sip. A long silence.)",kod
D4A_ITEM_THERMOS_2,4,SPK_GUARDS,,0,...Beş dakika mola.,...Five minute break.,kod
D4A_K_DISHES,4,SPK_KADRI,,0,Casus mu? Casuslar da yemek yer. Önce bulaşık.,A spy? Spies eat too. Washing-up first.,kod
D4A_K_DISHES2,4,SPK_KADRI,,0,Belgesel ne? ...Yenir mi? Tencereye girer mi?,What's a documentary? ...Can you eat it? Does it fit in a pot?,kod
D4A_T_01,4,SPK_TOLGA,,0,Bir çadırdayım. Kapısında 'Frenk casusu' yazıyor. Ben sigortacıyım.,I'm in a tent. The sign on it says 'Frankish spy'. I sell insurance.,kod
D4A_T_01M,4,SPK_TOLGA,,0,Bir pazar tezgâhının altındayım. Burada saklandım. Hâlâ saklanıyorum.,I'm under a market stall. I hid here. I'm still hiding.,kod
D4A_T_03,4,SPK_TOLGA,,0,Mahsur kaldım. 1453'te. Pazartesi 09:00'da bütçe toplantım var.,I'm stranded. In 1453. I have a budget meeting at nine on Monday.,kod
D4A_T_04,4,SPK_TOLGA,,0,Tek çıkış orası. İki nöbetçi. Birbirlerine bir şey soruyorlar...,That's the only way out. Two guards. They keep asking each other something...,kod
D4A_T_AGAIN,4,SPK_TOLGA,,0,Tamam. Bir daha. Bu sefer daha... casusça.,Right. Again. This time more... spy-like.,kod
D4A_T_BLUFF,4,SPK_TOLGA,[shouting],0,Ben... Frenk elçisiyim! Diplomatik dokunulmazlığım var!,I am... a Frankish envoy! I have diplomatic immunity!,kod
D4A_T_DISHES,4,SPK_TOLGA,,0,Yirmi belgesel izledim. Hiçbirinde bulaşık yoktu.,I watched twenty documentaries. Not one of them had washing-up in it.,kod
D4A_T_END1,4,SPK_TOLGA,,0,İkisi de Hasan olabilir. Tarih bunu yazmıyor.,They could both be Hasan. History doesn't say.,kod
D4A_T_OTAG,4,SPK_TOLGA,,0,'Otağ.' Padişah'ın çadırı. Oraya bir fesle gidilir mi? Gidilir. Gidiyoruz.,'Imperial tent.' The Sultan's tent. Do you turn up there in a fez? You do. We're going.,kod
D4A_T_WIN_CUBE,4,SPK_TOLGA,,0,Küpü 1974'ten beri kimse çözemedi. Bu gece de çözülmeyecek.,Nobody's solved that cube since 1974. It won't be solved tonight either.,ad
D4A_T_WIN_TAPE,4,SPK_TOLGA,,0,Sırt sırta. Koli bandı. Hikmet Amca gurur duyardı.,Back to back. Duct tape. Uncle Hikmet would be proud.,ad
D4A_T_WIN_THERMOS,4,SPK_TOLGA,,0,Termos. Pazar sabahları babamdan kalma bir strateji.,The thermos. A Sunday-morning strategy handed down from my father.,ad
D4B_H_02,4,SPK_HIKMET,,0,"(Telsiz) Evlat? Garanti bitti. Kırmızı düğme artık sadece cızırdar. Ama sen dengede dur, gerisini ben düşünürüm.","(Radio) Son? The warranty's up. The red button only crackles now. You keep your balance, I'll do the thinking.",kod
D4B_NIKO_BOOK,4,SPK_NIKO,,0,"Harfler çok düz. Bunu kim yazdı, cetvel mi?","The letters are so straight. Who wrote this, a ruler?",ad
D4B_NIKO_CHICKPEAS,4,SPK_NIKO,[shouting],0,Nohut! Kavrulmuş! Kırk gündür kuru ekmek yiyorum. Sen... sen iyi casussun.,Chickpeas! Roasted! Forty days I've eaten dry bread. You... you're a good spy.,ad
D4B_NIKO_COLOGNE,4,SPK_NIKO,,0,"Limon! Venedikliler gibi kokuyorsun. Venedikliler iyidir, gemileri var. Sen gemisizsin.","Lemon! You smell like a Venetian. Venetians are good, they have ships. You have no ship.",ad
D4B_NIKO_CUBE,4,SPK_NIKO,,0,"Renkli kutu, dönüyor. Ver oynayayım. ...Kırıldı. Zaten kırıktı senin kutun.",Colourful box that twists. Give it here. ...It broke. Your box was already broken.,ad
D4B_NIKO_LIGHTER,4,SPK_NIKO,[shouting],0,Deniz ateşi mi bu?! Cebinde mi taşıyorsun? Casus! Büyük casus!,Is that sea fire?! In your POCKET? Spy! Big spy!,ad
D4B_NIKO_PHONE,4,SPK_NIKO,[shouting],0,Küçük ayna ama içinde adam var! Hey adam! Annen de mi ayna?,"Tiny mirror with a man inside! Oi, man! Was your mother a mirror too?",ad
D4B_NIKO_POWERBANK,4,SPK_NIKO,,0,Fırlatmak için güzel taş. Surdan atayım mı?,Nice throwing stone. Shall I chuck it off the wall?,ad
D4B_NIKO_SELFIE,4,SPK_NIKO,,0,(Poz verir) Tavuğu da çek. Tavuk Bizanslı.,(Striking a pose) Get the chicken in. The chicken is Byzantine.,ad
D4B_NIKO_TAPE,4,SPK_NIKO,,0,Surun çatlaklarını bununla kapatalım. ...Kapatmaz mı? O zaman geleceklilerin nesi var?,Let's patch the wall cracks with it. ...It won't? Then what good are you future people?,ad
D4B_NIKO_THERMOS,4,SPK_NIKO,,0,"Sıcak ama tencere değil! Sihirli testi! İmparatora götür, madalya verir. Bana da iki madalya.","Hot, but not a pot! Magic jug! Take it to the Emperor, he'll give you a medal. Get me two.",ad
D4B_N_01,4,SPK_NIKO,[shouting],0,"Hey sen, fesli! Annen bir Ceneviz kayığıydı!","Oi, you in the fez! Your mother was a Genoese rowing boat!",kod
D4B_N_01_NOFEZ,4,SPK_NIKO,[shouting],0,"Hey sen, şapkasız! Annen bir Ceneviz kayığıydı!","Oi, you with no hat! Your mother was a Genoese rowing boat!",kod
D4B_N_02,4,SPK_NIKO,[shouting],0,Baban da kötü zeytinyağı kokardı! Buradan kokusu geliyor!,And your father smelt of bad olive oil! I can smell it from here!,kod
D4B_N_03,4,SPK_NIKO,,0,"Gel bakalım, fesli. Surun dibi benim. Tavuğum da benim.","Come on then, fez. The foot of this wall is mine. So is my chicken.",kod
D4B_N_03_NOFEZ,4,SPK_NIKO,,0,"Gel bakalım, yabancı. Surun dibi benim. Tavuğum da benim.","Come on then, stranger. The foot of this wall is mine. So is my chicken.",kod
D4B_N_CELL,4,SPK_NIKO,,0,"Zindan formu: adın, baban, fesinin rengi. Sabah konuşuruz.","Dungeon form: your name, your father, the colour of your fez. We'll talk in the morning.",kod
D4B_N_CELL2,4,SPK_NIKO,,0,"Bu arada iyi yüzüyorsun. Casus için. İyi geceler, casus.","You swim well, by the way. For a spy. Good night, spy.",kod
D4B_N_CHICKEN,4,SPK_NIKO,,0,Tavuğum! ...Seni seçmiş. Tavuk hep yanlış adamı seçer.,My chicken! ...It's picked you. Chickens always pick the wrong man.,kod
D4B_N_GATE,4,SPK_NIKO,,0,Dur! Kimsin sen? Ne getirdin? Casuslar hep bir şey getirir.,Halt! Who are you? What've you brought? Spies always bring something.,kod
D4B_N_HAT,4,SPK_NIKO,,0,Şimdi söyle. O kafandaki ne?,Now tell me. What's that on your head?,kod
D4B_N_MERCHANT,4,SPK_NIKO,,0,"Şapkasız... Frenk tüccarı! Kaybolmuşsun. Gir gir, dışarısı Türk dolu.","No hat... a Frankish merchant! You're lost. In you come, it's all Turks out there.",kod
D4B_N_MERCHANT2,4,SPK_NIKO,,0,"Sigorta ne? ...Neyse, İmparator yeni şeylere bayılır. Gel.","What's insurance? ...Never mind, the Emperor loves new things. Come on.",kod
D4B_N_SPY,4,SPK_NIKO,[shouting],0,Fes! Türk casusu! Yakaladım! Madalya alırım!,A fez! A Turkish spy! Caught you! I'll get a medal!,kod
D4B_N_SPY2,4,SPK_NIKO,,0,Gel. Sana şehri gezdireyim. Sonra teslim ederim. Önce gezdiririm.,Come. I'll show you the city. Then I'll hand you in. Tour first.,kod
D4B_N_THROW_CHICKEN_1,4,SPK_NIKO,[excited],0,Tavuk geliyor!,Chicken incoming!,kod
D4B_N_THROW_CHICKEN_2,4,SPK_NIKO,[shouting],0,Yine tavuk! Aynı tavuk!,Chicken again! Same chicken!,ad
D4B_N_THROW_CHICKEN_3,4,SPK_NIKO,[shouting],0,Tavuk geri gel! ...Geldi. Al bakalım!,"Chicken, come back! ...It came. Here you go!",ad
D4B_N_THROW_CHICKEN_4,4,SPK_NIKO,,0,Son tavuk! ...Tavuk? Tavuk nereye gidiyorsun?,"Last chicken! ...Chicken? Where are you going, chicken?",ad
D4B_N_THROW_SACK,4,SPK_NIKO,[shouting],0,İncir! Kuşatmada bile incirimiz var!,"Figs! We've still got figs, even under siege!",kod
D4B_N_THROW_SHIELD,4,SPK_NIKO,[shouting],0,"Kalkan! Bu benim değil, Hektor'un. Umurumda değil!","Shield! Not mine, it's Hektor's. Don't care!",kod
D4B_T_01,4,SPK_TOLGA,,0,Zincirin ucundayım. Yüzen kütükler. Karanlık. Islak. Belgeselde bu kadar ıslak görünmüyordu.,I'm at the end of the chain. Floating logs. Dark. Wet. It didn't look this wet in the documentary.,kod
D4B_T_CELL,4,SPK_TOLGA,,0,"Islak, soğuk ve bir Bizans zindanındayım. Pazartesi toplantısı hiç bu kadar uzak olmamıştı.","Wet, cold and in a Byzantine dungeon. Monday's meeting has never felt so far away.",kod
D4B_T_HIT_1,4,SPK_TOLGA,[excited],0,Ay!,Ow!,ad
D4B_T_HIT_2,4,SPK_TOLGA,[excited],0,İnciri de mi? İnciri de mi!,Figs too? FIGS too!,ad
D4B_T_HIT_3,4,SPK_TOLGA,[shouting],0,Yeter! Yere... suya... AAAA!,Enough! Down... in... AAAH!,ad
D4B_T_MERCHANT,4,SPK_TOLGA,,0,Evet. Tüccarım. Sigorta satarım. Deniz sigortası. Kuşatma sigortası.,Yes. A merchant. I sell insurance. Marine insurance. Siege insurance.,kod
D4B_T_SELFIE,4,SPK_TOLGA,,0,Selfie çubuğu! Denge çubuğu oldu. Hayatımda ilk kez işe yaradı.,The selfie stick! It's a balancing pole now. First time it's ever been useful.,kod
D4B_T_SINERJI,4,SPK_TOLGA,,0,Bu tavuk beni seviyor. Geri dönmüyor. Adını Sinerji koyuyorum.,This chicken likes me. It won't go back. I'm naming it Synergy.,kod
D4B_T_SPY,4,SPK_TOLGA,,0,Fes 1829'da gelecek. Yani teknik olarak ben gelecekten gelen bir casusum.,The fez won't exist until 1829. So technically I'm a spy from the future.,kod
D4_H_RED,4,SPK_HIKMET,,0,(Cızırtı) Evlat? Düğmeye mi bastın? Garanti bitti ama... sinyalini aldım. Bekle.,"(Static) Son? Did you press the button? The warranty's up, but... I got your signal. Hang on.",kod
D4_H_RED_AGAIN,4,SPK_HIKMET,,0,(Cızırtı) Bastıkça daha hızlı gelmiyorum evlat.,"(Static) Pressing it more won't make me come faster, son.",kod
D5_B_INTERCEPT,5,SPK_BUREAU_RADIO,,0,(Cızırtı) Burası Zaman Bürosu. Bu frekans Form Z-40 gerektirir. İyi geceler. Dans etmeliydiniz.,(Static) This is the Time Bureau. This frequency requires Form Z-40. Good night. You should have danced.,kod
D5_H_01,5,SPK_HIKMET,,0,Saat dört. Kapıda gri bir minibüs. Üstünde 'Zaman Bürosu' yazıyor. Gizli servis bu kadar mı belli olur?,Four o'clock. A grey van at my door. It says 'Time Bureau' on the side. Is a secret service supposed to be this obvious?,kod
D5_H_02,5,SPK_HIKMET,[shouting],0,Tavanda projektör. Bir de periskop. Periskop! Karada!,A searchlight on the roof. And a periscope. A periscope! On dry land!,kod
D5_H_03,5,SPK_HIKMET,,0,Leb mi dedi? Çocuk orada bir şey yapıyor. Dünya kıpırdıyor. Önce makine.,Did it say chick? The boy's up to something back there. The world's wobbling. Machine first.,kod
D5_H_AFTER,5,SPK_HIKMET,,0,"...Duydun mu beni? Hiçbir şey duymadın, değil mi? İyi. Tavuğa selam söyle.","...Did you hear me? You didn't hear anything, did you? Good. Say hello to the chicken.",kod
D5_H_AFTER_NO,5,SPK_HIKMET,,0,...Büro dinliyormuş. Dans etmeliydim. Onu da biliyorum.,...The Bureau was listening. I should have danced. I know that too.,kod
D5_H_CALL_1,5,SPK_HIKMET,,0,"(Telefonu kaldırır, rastgele çevirir) Alo? ...Alo?","(Picks up the phone, dials at random) Hello? ...Hello?",kod
D5_H_CALL_3,5,SPK_HIKMET,,0,"Bilmiyorum. Rastgele çevirdim. Evlat, her şeyi anlatacağım. Makine, Tolga, 1453, kapıdaki minibüsünüz.","No idea. I dialled at random. Son, I'll tell you everything. The machine, Tolga, 1453, your van outside.",kod
D5_H_CALL_5,5,SPK_HIKMET,,0,Sağ ol evlat. Bir şey daha: dans etmeyi bilir misin?,"Thanks, son. One more thing: do you know how to dance?",kod
D5_H_CARD,5,SPK_HIKMET,,0,Bir de o memurun kartı var. Kartta numara yok. 'Aradığınızda bulursunuz' dedi.,"And there's that civil servant's card. No number on it. 'You'll find me when you call,' he said.",kod
D5_H_CONF_0,5,SPK_HIKMET,,0,Tolga? Evlat? ...Sinyal var ama cevap yok. Belki uyuyordur. 1453'te uyunur mu?,Tolga? Son? ...There's a signal but no answer. Maybe he's asleep. Can you sleep in 1453?,kod
D5_H_CONF_0_NO,5,SPK_HIKMET,,0,Cızırtı. Sadece cızırtı. Olsun. Ben yine de konuşayım.,Static. Just static. Never mind. I'll talk anyway.,kod
D5_H_CONF_1,5,SPK_HIKMET,,0,Sana bir şey söyleyeceğim evlat. Makineyi senin için yapmadım. Kendim için yaptım.,"I'll tell you something, son. I didn't build the machine for you. I built it for me.",ad
D5_H_CONF_2,5,SPK_HIKMET,,0,"1977. Mahallede bir düğün vardı. Herkes kalktı, oynadı. Bir kız bana baktı. Ben kalkmadım.",1977. There was a wedding in the neighbourhood. Everyone got up to dance. A girl looked at me. I didn't get up.,ad
D5_H_CONF_3,5,SPK_HIKMET,,0,Kırk yıl o geceye dönmek için çalıştım. Makineyi bitirdim... sonra binemedim.,I worked forty years to get back to that night. I finished the machine... and then I couldn't get on.,kod
D5_H_CONF_4,5,SPK_HIKMET,,0,Seni gönderdim. Benim korkumu sen taşıyorsun şimdi. Kusura bakma evlat.,"So I sent you. You're carrying my fear now. I'm sorry, son.",ad
D5_H_CONF_RED,5,SPK_HIKMET,,0,Kırmızı düğmeye basmışsın. Sinyalin geldi. Eve dönmek istiyorsun. Biliyorum.,You pressed the red button. Your signal came through. You want to come home. I know.,kod
D5_H_DISMANTLE,5,SPK_HIKMET,,0,"Makineyi sökmem lazım. Kırk yıl yaptım, yarım saatte sökeceğim. Hayat böyle.","I've got to take her apart. Forty years to build, half an hour to strip. That's life.",kod
