anahtar,konusmaci
D3_N_RULE,SPK_NIHAT
D3_N_SHELLS,SPK_NIHAT
D3_N_TAPE,SPK_NIHAT
D3_N_TEA,SPK_NIHAT
D3_N_TRACE_BONUS,SPK_NIHAT
D3_N_TRACE_DONE,SPK_NIHAT
D3_R_11,SPK_RIZA
D3_R_13,SPK_RIZA
D3_R_15,SPK_RIZA
D4A_HA_ARGUE_1,SPK_HASAN
D4A_HA_BLUFF,SPK_HASAN
D4A_HA_END,SPK_HASAN
D4A_HA_STOP,SPK_HASAN
D4A_HU_CAUGHT,SPK_HUSEYIN
D4A_HU_END,SPK_HUSEYIN
D4A_HU_STOP,SPK_HUSEYIN
D4A_H_02,SPK_HIKMET
D4A_ITEM_TAPE_1,SPK_HUSEYIN
D4A_ITEM_TAPE_2,SPK_TOLGA
D4A_ITEM_TAPE_3,SPK_HASAN
D4A_K_DISHES,SPK_KADRI
D4A_K_DISHES2,SPK_KADRI
D4A_T_01,SPK_TOLGA
D4A_T_01M,SPK_TOLGA
D4A_T_03,SPK_TOLGA
D4A_T_04,SPK_TOLGA
D4A_T_AGAIN,SPK_TOLGA
D4A_T_BLUFF,SPK_TOLGA
D4A_T_DISHES,SPK_TOLGA
D4A_T_END1,SPK_TOLGA
D4A_T_OTAG,SPK_TOLGA
D4A_T_WIN_TAPE,SPK_TOLGA
D4B_H_02,SPK_HIKMET
D4B_N_01,SPK_NIKO
D4B_N_02,SPK_NIKO
D4B_N_03,SPK_NIKO
D4B_N_CELL,SPK_NIKO
D4B_N_CELL2,SPK_NIKO
D4B_N_GATE,SPK_NIKO
D4B_N_HAT,SPK_NIKO
D4B_N_MERCHANT,SPK_NIKO
D4B_N_MERCHANT2,SPK_NIKO
D4B_N_SPY,SPK_NIKO
D4B_N_SPY2,SPK_NIKO
D4B_T_01,SPK_TOLGA
D4B_T_CELL,SPK_TOLGA
D4B_T_MERCHANT,SPK_TOLGA
D4B_T_SPY,SPK_TOLGA
D5_B_INTERCEPT,SPK_BUREAU_RADIO
D5_H_01,SPK_HIKMET
D5_H_02,SPK_HIKMET
D5_H_03,SPK_HIKMET
D5_H_AFTER,SPK_HIKMET
D5_H_AFTER_NO,SPK_HIKMET
D5_H_CALL_1,SPK_HIKMET
D5_H_CALL_3,SPK_HIKMET
D5_H_CALL_5,SPK_HIKMET
D5_H_CARD,SPK_HIKMET
D5_H_CONF_0,SPK_HIKMET
D5_H_CONF_0_NO,SPK_HIKMET
D5_H_CONF_1,SPK_HIKMET
D5_H_CONF_2,SPK_HIKMET
D5_H_CONF_3,SPK_HIKMET
D5_H_CONF_4,SPK_HIKMET
D5_H_DISMANTLE,SPK_HIKMET
D5_H_DISMANTLE2,SPK_HIKMET
D5_H_END,SPK_HIKMET
D5_H_FOUND,SPK_HIKMET
D5_H_FOUND_TV,SPK_HIKMET
D5_H_HIDDEN,SPK_HIKMET
D5_H_NO_CALL,SPK_HIKMET
D5_H_PICK_ANTENNA,SPK_HIKMET
D5_H_PICK_PANEL,SPK_HIKMET
D5_H_PICK_RING,SPK_HIKMET
D5_H_SEAL,SPK_HIKMET
D5_H_SEAL2,SPK_HIKMET
D5_H_SPOT_CALENDAR,SPK_HIKMET
D5_H_SPOT_TIN,SPK_HIKMET
D5_H_TUNE,SPK_HIKMET
D5_N_CALL_2,SPK_NIHAT
D5_N_CALL_4,SPK_NIHAT
D5_N_CALL_6,SPK_NIHAT
D5_RADIO_01,SPK_RADIO
D5_T_ACCIDENT_CAMP,SPK_TOLGA
D6A_C_01,SPK_CANDARLI
D6A_C_03,SPK_CANDARLI
D6A_C_TAKEN,SPK_CANDARLI
D6A_S_LETTER,SPK_SOLDIER
D6A_S_LETTER_R1,SPK_SOLDIER
D6A_T_01,SPK_TOLGA
D6A_T_C_02,SPK_TOLGA
D6A_T_C_TAKEN,SPK_TOLGA
D6A_T_GOAT,SPK_TOLGA
D6A_T_KAFTAN,SPK_TOLGA
D6A_T_RING,SPK_TOLGA
D6A_T_ROAD_A,SPK_TOLGA
D6A_T_ROAD_B,SPK_TOLGA
D6A_T_ROAD_C,SPK_TOLGA
D6A_T_ROAD_Y,SPK_TOLGA
D6B_C_OK_1,SPK_CLERK
D6B_C_OK_2,SPK_CLERK
D6B_C_OK_3,SPK_CLERK
D6B_C_OK_4,SPK_CLERK
D6B_E_01,SPK_EMPEROR
D6B_E_03,SPK_EMPEROR
D6B_E_04,SPK_EMPEROR
D6B_G_INSURANCE,SPK_GIUST
D6B_G_INSURANCE2,SPK_GIUST
D6B_G_SILENT,SPK_GIUST
D6B_G_WARN,SPK_GIUST
D6B_NIHAT_ALARM,SPK_NIHAT
D6B_NIHAT_PLAZA,SPK_NIHAT
D6B_N_BYE,SPK_NIKO
D6B_N_CALL,SPK_NIKO
D6B_N_DUNGEON,SPK_NIKO
D6B_N_E_01,SPK_NIKO
D6B_N_E_03,SPK_NIKO
D6B_N_E_04,SPK_NIKO
D6B_N_PERMIT,SPK_NIKO
D6B_N_PLAZA,SPK_NIKO
D6B_THEO_DONE,SPK_THEODOROS
D6B_THEO_FAIL,SPK_THEODOROS
D6B_T_01,SPK_TOLGA
D6B_T_AFTER_LETTER,SPK_TOLGA
D6B_T_DUNGEON,SPK_TOLGA
D6B_T_E_02,SPK_TOLGA
D6B_T_INSURANCE,SPK_TOLGA
D6B_T_INSURANCE2,SPK_TOLGA
D6B_T_KNOW,SPK_TOLGA
D6B_T_LETTER,SPK_TOLGA
D6B_T_PERMIT,SPK_TOLGA
D6B_T_PLAZA,SPK_TOLGA
D6B_T_SEALED,SPK_TOLGA
D6B_T_SILENT,SPK_TOLGA
D6B_T_WARN,SPK_TOLGA
D6_GIUST_HELLO,SPK_GIUST
D6_H_ANSWER,SPK_HIKMET
D6_H_CALL,SPK_HIKMET
D6_KADRI_CHICKPEAS,SPK_KADRI
D6_KADRI_CHICKPEAS_2,SPK_KADRI
D6_KADRI_CHICKPEAS_T,SPK_TOLGA
D6_KADRI_DONE,SPK_KADRI
D6_KADRI_FEZ_OFF,SPK_KADRI
D6_KADRI_HELLO,SPK_KADRI
D6_LUTFI_COLOGNE,SPK_LUTFI
D6_LUTFI_DONE,SPK_LUTFI
D6_LUTFI_HELLO,SPK_LUTFI
D6_T_ANSWER,SPK_TOLGA
D6_URBAN_DONE,SPK_URBAN
D6_URBAN_HELLO,SPK_URBAN
D6_URBAN_PHONE,SPK_URBAN
D7_HASAN_FAN,SPK_HASAN
D7_HASAN_HELLO,SPK_HASAN
D7_HASAN_TEA,SPK_HASAN
D7_HUSEYIN_FAN,SPK_HUSEYIN
D7_HUSEYIN_HELLO,SPK_HUSEYIN
D7_HUSEYIN_LIE,SPK_HUSEYIN
D7_HUSEYIN_TEA,SPK_HUSEYIN
D7_HUSEYIN_TRUTH_A,SPK_HUSEYIN
D7_KADRI_HELLO,SPK_KADRI
D7_KADRI_PROTECT,SPK_KADRI
D7_LUTFI_FEE,SPK_LUTFI
D7_LUTFI_FORM,SPK_LUTFI
D7_LUTFI_HELLO,SPK_LUTFI
D7_LUTFI_TRUTH_B,SPK_LUTFI
D7_M_BRIEF,SPK_MUFIDE
D7_M_BUDGET,SPK_MUFIDE
D7_M_LOST,SPK_MUFIDE
D7_M_WALL_TORN,SPK_MUFIDE
D7_NIKO_HELLO,SPK_NIKO
D7_NIKO_LIE,SPK_NIKO
D7_N_ARRIVE,SPK_NIHAT
D7_N_BRIEF,SPK_NIHAT
D7_N_BUDGET,SPK_NIHAT
D7_N_FORM_GIVE,SPK_NIHAT
D7_N_FOUND,SPK_NIHAT
D7_N_FOUND2,SPK_NIHAT
D7_N_FOUND_CELL,SPK_NIHAT
D7_N_FOUND_CELL2,SPK_NIHAT
D7_N_FOUND_OUT,SPK_NIHAT
D7_N_GUARDS_ASK,SPK_NIHAT
D7_N_HOLO_CELL,SPK_NIHAT
D7_N_HOLO_KITCHEN,SPK_NIHAT
D7_N_HOLO_OUTSIDE,SPK_NIHAT
D7_N_HOLO_TENT,SPK_NIHAT
D7_N_HOT,SPK_NIHAT
D7_N_KADRI_ASK,SPK_NIHAT
D7_N_KADRI_FEZ,SPK_NIHAT
D7_N_LOST_END,SPK_NIHAT
D7_N_LOST_GOAT,SPK_NIHAT
D7_N_LOST_HEN,SPK_NIHAT
D7_N_LUTFI_ASK,SPK_NIHAT
D7_N_LUTFI_THANKS,SPK_NIHAT
D7_N_NIKO_ASK,SPK_NIHAT
D7_N_NO_TEA,SPK_NIHAT
D7_N_REPORT,SPK_NIHAT
D7_N_SCANNER,SPK_NIHAT
D7_N_SEND_Q,SPK_NIHAT
D7_N_SENT,SPK_NIHAT
D7_N_TEA,SPK_NIHAT
D7_N_TEA_DONE,SPK_NIHAT
D7_N_THEO_ASK,SPK_NIHAT
D7_N_THEO_CHAT,SPK_NIHAT
D7_N_THEO_CHAT2,SPK_NIHAT
D7_N_TRACE_CELL,SPK_NIHAT
D7_N_TRACE_KITCHEN,SPK_NIHAT
D7_N_TRACE_OUTSIDE,SPK_NIHAT
D7_N_TRACE_TENT,SPK_NIHAT
D7_N_WALL,SPK_NIHAT
D7_N_WALL_KEPT,SPK_NIHAT
D7_N_WALL_TORN,SPK_NIHAT
D7_THEO_CHAT,SPK_THEODOROS
D7_THEO_CHAT2,SPK_THEODOROS
D7_THEO_FORM_Z9,SPK_THEODOROS
D7_THEO_HELLO,SPK_THEODOROS
D7_THEO_TRUTH_OUT,SPK_THEODOROS
D7_T_CELL,SPK_TOLGA
D7_T_FAR_A,SPK_TOLGA
D7_T_FAR_B,SPK_TOLGA
D8_A1_ENTER,SPK_AGENT1
D8_A1_RECALL,SPK_AGENT1
D8_A2_ENTER,SPK_AGENT2
D8_A2_RECALL,SPK_AGENT2
D8_A_CAUGHT_1,SPK_AGENT1
D8_A_CAUGHT_2,SPK_AGENT2
D8_A_CAUGHT_3,SPK_AGENT1
D8_C_01,SPK_CEMIL
D8_C_03,SPK_CEMIL
D8_C_BADGE,SPK_CEMIL
D8_C_LATE,SPK_CEMIL
D8_C_PAY,SPK_CEMIL
D8_C_PAY2,SPK_CEMIL
D8_C_TAPE,SPK_CEMIL
D8_C_TEA,SPK_CEMIL
D8_C_WHERE,SPK_CEMIL
D8_C_WHERE_HEIST,SPK_CEMIL
D8_H_01,SPK_HIKMET
D8_H_AGENTS,SPK_HIKMET
D8_H_BADGE_1,SPK_HIKMET
D8_H_BADGE_2,SPK_HIKMET
D8_H_BADGE_3,SPK_HIKMET
D8_H_CALL_1,SPK_HIKMET
D8_H_CALL_3,SPK_HIKMET
D8_H_CALL_END,SPK_HIKMET
D8_H_CAUGHT_1,SPK_HIKMET
D8_H_CAUGHT_2,SPK_HIKMET
D8_H_C_02,SPK_HIKMET
D8_H_FAIL_CAUGHT,SPK_HIKMET
D8_H_FAIL_END,SPK_HIKMET
D8_H_FAIL_LATE,SPK_HIKMET
D8_H_G1,SPK_HIKMET
D8_H_G2,SPK_HIKMET
D8_H_G3,SPK_HIKMET
D8_H_G4,SPK_HIKMET
D8_H_GOT_ANTENNA,SPK_HIKMET
D8_H_GOT_CAPACITOR,SPK_HIKMET
D8_H_GOT_CUTTER,SPK_HIKMET
D8_H_GOT_LAMINATOR,SPK_HIKMET
D8_H_GOT_RAINCOAT,SPK_HIKMET
D8_H_GOT_TAPE,SPK_HIKMET
D8_H_LIST,SPK_HIKMET
D8_H_LIST_HEIST,SPK_HIKMET
D8_H_PAJAMA,SPK_HIKMET
D8_H_PAY,SPK_HIKMET
D8_H_PHONE,SPK_HIKMET
D8_H_RIDE_1,SPK_HIKMET
D8_H_RIDE_2,SPK_HIKMET
D8_H_STAY,SPK_HIKMET
D8_H_TAPE,SPK_HIKMET
D8_H_VAN,SPK_HIKMET
D8_N_CALL_2,SPK_NIHAT
D8_N_HINT,SPK_NIHAT
D8_N_RULEFREE,SPK_NIHAT
D8_T_RADIO_A,SPK_TOLGA
D8_V_01,SPK_VAN
D9_G_1,SPK_HASAN
D9_G_2,SPK_HUSEYIN
D9_G_LATER,SPK_HUSEYIN
D9_G_WAIT,SPK_HASAN
D9_H2_2,SPK_HIKMET
D9_H2_4,SPK_HIKMET
D9_H2_6,SPK_HIKMET
D9_H_8_1,SPK_HIKMET
D9_H_CALL,SPK_HIKMET
D9_H_HERE,SPK_HIKMET
D9_KADRI_NO,SPK_KADRI
D9_KADRI_OFFER_1,SPK_KADRI
D9_KADRI_OFFER_2,SPK_KADRI
D9_KADRI_TR2,SPK_KADRI
D9_KADRI_TRIAL,SPK_KADRI
D9_KADRI_YES,SPK_KADRI
D9_LUTFI_OFFER_1,SPK_LUTFI
D9_LUTFI_OFFER_2,SPK_LUTFI
D9_LUTFI_TR2,SPK_LUTFI
D9_LUTFI_TRIAL,SPK_LUTFI
D9_LUTFI_YES,SPK_LUTFI
D9_MINER_NO,SPK_MINER
D9_MINER_OFFER_1,SPK_MINER
D9_MINER_OFFER_2,SPK_MINER
D9_MINER_TR2,SPK_MINER
D9_MINER_TRIAL,SPK_MINER
D9_MINER_YES,SPK_MINER
D9_P_1,SPK_PASHA
D9_P_3,SPK_PASHA
D9_P_5,SPK_PASHA
D9_P_FATIH,SPK_PASHA
D9_P_GALATA,SPK_PASHA
D9_THEO_1,SPK_THEODOROS
D9_THEO_3,SPK_THEODOROS
D9_THEO_5,SPK_THEODOROS
D9_THEO_OPEN,SPK_THEODOROS
D9_THEO_YES,SPK_THEODOROS
D9_T_A,SPK_TOLGA
D9_T_ANSWER,SPK_TOLGA
D9_T_B,SPK_TOLGA
D9_T_BYZ,SPK_TOLGA
D9_T_C,SPK_TOLGA
D9_T_DEPORTED,SPK_TOLGA
D9_T_FATIH,SPK_TOLGA
D9_T_GALATA,SPK_TOLGA
D9_T_GATE_BYZ,SPK_TOLGA
D9_T_GATE_LETTER,SPK_TOLGA
D9_T_GATE_OPEN,SPK_TOLGA
D9_T_GATE_WAIT,SPK_TOLGA
D9_T_GOAL,SPK_TOLGA
D9_T_H2_1,SPK_TOLGA
D9_T_H2_3,SPK_TOLGA
D9_T_H2_5,SPK_TOLGA
D9_T_HERE,SPK_TOLGA
D9_T_KADRI_Q,SPK_TOLGA
D9_T_KADRI_YES,SPK_TOLGA
D9_T_LUTFI_Q,SPK_TOLGA
D9_T_LUTFI_YES,SPK_TOLGA
D9_T_MINER_Q,SPK_TOLGA
D9_T_MINER_YES,SPK_TOLGA
D9_T_P_2,SPK_TOLGA
D9_T_P_4,SPK_TOLGA
D9_T_THEO_2,SPK_TOLGA
D9_T_THEO_4,SPK_TOLGA
D9_T_THEO_OPEN,SPK_TOLGA
D9_T_THEO_YES,SPK_TOLGA
D9_T_URBAN_Q,SPK_TOLGA
D9_T_URBAN_YES,SPK_TOLGA
D9_T_Y,SPK_TOLGA
D9_URBAN_OFFER_1,SPK_URBAN
D9_URBAN_OFFER_2,SPK_URBAN
D9_URBAN_TR2,SPK_URBAN
D9_URBAN_TRIAL,SPK_URBAN
D9_URBAN_YES,SPK_URBAN
HIKMET_ITEM_BOOK,SPK_HIKMET
HIKMET_ITEM_CHICKPEAS,SPK_HIKMET
HIKMET_ITEM_LIGHTER,SPK_HIKMET
HIKMET_ITEM_PHONE,SPK_HIKMET
QUEST_DIVER_DONE,SPK_TOLGA
QUEST_ENGINEER_DONE,SPK_TOLGA
